tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,spam
11123,0,0,10,15,2,132,0,n
13171,0,0,11,18,1,127,1,y
12038,0,0,7,14,2,131,1,n
10989,0,1,9,13,1,68,0,n
12784,1,0,10,15,2,125,2,n
12925,0,0,13,16,2,129,0,n
12490,1,0,15,16,2,128,0,n
10958,0,1,12,10,1,98,0,n
13412,0,0,8,9,1,113,0,n
13060,0,0,6,5,1,96,2,n
13911,0,0,6,5,1,94,0,n
13162,0,0,8,9,1,115,2,n
12999,1,0,9,6,1,106,0,n
12819,1,0,12,17,2,129,1,n
12222,0,0,10,12,2,110,0,n
12108,0,0,9,16,2,129,0,n
13891,0,0,10,9,1,100,0,n
12524,1,0,10,15,2,123,0,n
11235,1,0,17,15,2,135,0,n
12941,1,0,11,8,1,94,0,n
13609,0,0,9,10,1,101,0,n
12899,0,0,13,16,2,121,0,n
12848,0,0,15,20,2,126,2,n
13220,0,0,8,9,1,114,1,n
12687,1,0,10,15,2,123,0,n
12361,1,0,10,15,2,123,0,n
13617,1,0,11,10,1,88,0,n
12473,1,0,13,15,2,135,0,n
11709,0,2,10,16,1,142,0,n
12264,0,0,9,12,2,118,2,y
13085,0,0,11,18,1,128,2,n
13676,0,0,8,11,1,73,0,n
13138,0,0,6,5,1,96,2,n
11651,0,0,12,19,2,98,0,n
13718,0,0,13,10,2,103,0,n
13217,0,0,6,5,1,95,1,n
13866,0,0,10,5,1,104,1,n
13112,0,0,6,7,1,110,3,n
13133,0,0,8,9,1,115,2,n
12390,0,0,10,14,2,131,1,n
13389,0,0,6,7,1,108,1,n
